ID,employee_id,camera_no,confidence,name,time,branch_id,status
144507,2009060401,0,0.67,,2024-05-07 19:34:08,,0
144510,2015041301,1,0.64,,2024-05-07 19:34:30,,0
144511,2007053110,0,0.66,,2024-05-07 19:35:52,,0
144512,2019010105,2,0.66,,2024-05-07 19:37:39,,0
144513,2013030302,0,0.67,,2024-05-07 19:41:49,,0
144516,2011120801,0,0.64,,2024-05-07 19:42:29,,0
144517,2019120102,0,0.66,,2024-05-07 19:42:47,,0
144518,2022101103,0,0.63,,2024-05-07 19:42:52,,0
144523,2009121501,0,0.63,,2024-05-07 19:54:54,,0
144524,2013060218,0,0.67,,2024-05-07 19:55:15,,0
144526,2023032202,0,0.63,,2024-05-07 20:00:47,,0
144527,2002022801,0,0.65,,2024-05-07 20:01:21,,0
144530,2009061001,1,0.64,,2024-05-07 20:02:42,,0
144531,2011032704,1,0.77,,2024-05-07 20:02:46,,0
144532,2017082002,1,0.7,,2024-05-07 20:02:52,,0
144534,2012102201,1,0.65,,2024-05-07 20:04:09,,0
144536,2002020205,2,0.73,,2024-05-07 20:05:10,,0
144541,2012062105,2,0.72,,2024-05-07 20:09:37,,0
144542,2013022401,1,0.7,,2024-05-07 20:09:38,,0
144543,2012092307,0,0.7,,2024-05-07 20:09:44,,0
144544,2007120302,3,0.7,,2024-05-07 20:10:19,,0
144545,2008032702,3,0.64,,2024-05-07 20:10:38,,0
144546,2011040304,1,0.69,,2024-05-07 20:12:24,,0
144548,2018122301,3,0.71,,2024-05-07 20:13:26,,0
144551,2012061101,3,0.69,,2024-05-07 20:13:44,,0
144558,2009050701,3,0.65,,2024-05-07 20:17:57,,0
144559,2013013101,2,0.67,,2024-05-07 20:20:05,,0
144561,2003070802,1,0.72,,2024-05-07 20:21:23,,0
144563,2015040601,1,0.65,,2024-05-07 20:21:28,,0
144564,2009010502,0,0.68,,2024-05-07 20:22:29,,0
144565,2012110106,3,0.66,,2024-05-07 20:26:33,,0
144567,2011030623,1,0.63,,2024-05-07 20:26:58,,0
144570,2016120117,0,0.73,,2024-05-07 20:33:57,,0
144572,2013010102,0,0.68,,2024-05-07 20:34:01,,0
144575,2021022505,2,0.65,,2024-05-07 20:35:14,,0
144577,2007053105,3,0.65,,2024-05-07 20:40:49,,0
144582,2007030401,1,0.64,,2024-05-07 20:53:16,,0
144583,2007052301,3,0.67,,2024-05-07 20:55:30,,0
144585,2012110105,1,0.68,,2024-05-07 21:01:04,,0
144589,2009043001,1,0.64,,2024-05-07 21:08:19,,0
144590,2013051301,0,0.77,,2024-05-07 21:10:12,,0
144592,2019031001,0,0.63,,2024-05-07 21:16:14,,0
144593,2023102201,0,0.69,,2024-05-07 21:16:16,,0
144595,2021122902,1,0.67,,2024-05-07 21:16:23,,0
144596,2018021103,0,0.66,,2024-05-07 21:20:59,,0
144598,2017021202,3,0.67,,2024-05-07 21:23:27,,0
144612,2002072802,0,0.65,,2024-05-07 22:03:06,,0
