USR_ID
2018110601
2024012103
2022103101
2012110106
2022120801
2011040307s
2022081601
2010030103
2001061201
2011010202
2015051701
2011041702s
2019082510
2022122904
2019090101
2007042313
2012103001
2013031402
2021110201
2021121501
2012072402
2012010804
2017122801
2001060103
2005042801s
2002021608
2023040401s
2023102201
2007053109
2022090403
2001060201
2010022815
2022061601
2017082903
2007051303
2012062104
2006042702
2015041903
2022101103
2019050202s
2007053106
2023032809
2003073101
2007073001
2022080101
2021112201
2016120103
2009071901
2022040303
2011032103
2013060218s
2019072201
2024020502
2009071902
2012030601
2007010713
2015012903s
2006030104s
2002021401
2009072201
2023012503s
2015120303
2016020301
2009072102
2021091401
2021110301
2009070805s
2015081901s
2014071701
2023043015
2009070704
2001060602
2020101202
2012030108
20130226001
2007040401s
2013070401
2016042701
2001050301s
2001060701
2022101203s
2018060301
2002020203
2013062301
2006011501
2002030601s
2009040105
2022080123
2009102001
2007042401s
2012111902
2010061702
2002021801s
2009071501s
2018042227s
2007053105
2011040307
2002020207
2010042902
2013081101
2012030102
2010122204
2011040304s
2022061601s
2023031406
2017080801
2015070601s
2007121709
2002020301s
2021122102
2001060102s
2014050101s
2006080116s
2022101802
2018091701
2007080602
2016120115
2020082401
2011112404
2018121902
2013060218
2001060102
2001053101
2019010105s
2020032202
2024030601
2007061201
2012111801s
2005121902
2022120104
2022062701
2022040303s
2009050102
2011030612s
2022051601
2023043010
2010032801s
2002031611
2019121901s
2018013101
2017042601
2018032002s
2012110105
2015041301
2022063002
2022101702
2006050301
2018121901s
2022101001
2023041003
2013060212
2022080102
2012110803s
2021090120
2013051213
2012070202
2018032002
2007010705
2017110701
2007120304
2006080116
2012111801
2007080102s
2011032901
2002031613
2020062101
2004120103
2024032401
2002010106s
2006110114
2020021904
2021062202
2009071301s
2012080703
2010051301
2011051501
2019092401s
2015040201s
2015022201s
2005042801
2014070901s
2022020103
2024030321
2020020901
2012123001
2015081901
2021062802
2007053103
2022101904
2020081901
2020060104
2005040901
2021081203
2012121703s
2022092601
2010030106s
2016042701s
2004040401s
2005020101
2010051301s
2002020205s
2011030601s
2024041501
2015020503
2001060203s
2021062903
2007050901
2011032302
2007010705s
2006021401
2023010101
2009073002s
2018122301s
2023110101
2001041701
2001050303
2008101206
2022102302
2010032301
2021120112
2004120111
2011031309
2001061301
2012051301s
2020022702
2017022702s
2018070901
2014050101
2022041201
2009071501
2022081001
2008042006
2016011801
2011030612
2006082005
2012070202s
2019111901
2021090102
2016101802
2010061502
2004080101
2009010102
2004071501
2023011201s
2009082602
2010030106
2011030101
2014071315
2019070401
2003122901s
2012110104
2007010701
2021022501s
2004120104
2001052706
2019010102
2021052301s
2011070302
2011120801
2011031316
2014052201
2022041701
2016060601
2010030205
2007060401
2012060303
2022122904s
2005100204
2022032802
2009043001
2006082005s
2019090114s
2021062201s
2010041905s
2021060101
