ID,employee_id,camera_no,confidence,name,time,branch_id,status
2,2011121802,0,0.72,,2024-08-18 14:44:10,,1
3,2010120201,1,0.66,,2024-08-18 14:47:23,,1
4,2022021001,0,0.66,,2024-08-18 15:06:14,,1
8,2021031104,0,0.69,,2024-08-18 15:06:26,,1
12,2012062001,0,0.69,,2024-08-18 15:10:36,,1
13,2021020108,1,0.63,,2024-08-18 15:10:51,,1
16,2023032806,1,0.67,,2024-08-18 15:11:42,,1
18,2020070202,0,0.75,,2024-08-18 15:12:37,,1
